session_id,action_type,query,intent,answer,status
3ce10ac0-1cbf-4bc9-900f-95f011b4c388,typed,after receiving Watsapp msge Party are not Replying,Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
15ca5b5d-d0fa-4f2d-a542-ae22ab5d71b3,typed,Price for this,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
3823b5c5-06a2-4b9f-bc5a-fdaa534315dd,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
387f19a7-4996-41cf-b9df-eb171ed829f3,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
13776174-90ca-407c-8433-a7e3435b4fa3,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
32c24cc7-dc13-4be1-9e42-39d0aedd93f8,typed,Hii,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
518b7527-feb5-437d-bfbe-b86c7aeef323,typed,12 month e rickshaw battery price,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
d0eb6e61-d431-4913-b640-30f05fc8d07a,typed,H,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
efc8b974-ad97-43df-8348-61b1e81ea812,suggested,Add Products,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
3fc8f819-909a-49ad-838e-47b1ca9df0dc,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c8da6ae8-1959-47b0-96af-24afbc8e9968,typed,2pcs price,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
0b3a6df1-8acf-470e-adba-92195e22745f,typed,Sir battery price,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
1553815f-bdf8-4adf-abde-ec5780b35f54,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
ceac56db-2035-4e1a-8668-df2e08a27b59,template,Thank you for contacting Shree Ganesh Enterprise! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
8b47ebe2-29bd-47c6-bc00-4b4e2ece68e3,typed,Jammu,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
0295090a-f26f-43b4-b0ea-7b1264c06310,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c812fed8-0e72-40f3-8722-d946b5a00435,typed,"Cotton pant ladies
Price 230",adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
e7ba7232-0ead-4e5e-8c59-b089826e18cc,typed,Jankari di jiye iska,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
fb0171b8-9bfa-40f0-9302-31e32c16c98f,typed,Pack size 100 ml,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
02e7cec5-9eeb-46b2-9cc8-52323dedb968,typed,Hy,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
398028a1-2d54-42f3-9e99-8f4b56483113,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
7806fc5a-6d5a-4bf4-aaa0-bc6c63f8e07f,suggested,Add Products,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
0d035e06-defb-4751-ae96-ca3f2c01b4fa,typed,This product size,Visiting Card Size,The maximum size of business/visiting card is 1 MB.,N
cb35312a-0989-4a3c-b22f-4bfc40b710b2,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
a69ae377-b765-448b-a207-3f5696ffd7ba,template,Thank you for contacting Utsav Patel! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
b8b89055-f0c3-452d-8224-686fa316e740,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
29aeff70-c735-41aa-af6f-1334cf144fd7,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
fcb786c5-5a9c-43fb-8c40-6c0b6cc09137,typed,Send photos,Add Product images,"To add your products please visit <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
You can also add products using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a>

 <a href=""https://help.indiamart.com/knowledge-base/add-product-images"" target=_blank>Know More</a>",N
16abc38c-ff40-41fc-984e-28ace4828216,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
4f604100-fe5a-49e6-a731-8a1b00aced83,typed,Sir price kitna hoga,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
1aa7dd8a-5b5f-4947-9065-e06019e661f7,typed,ðŸ™,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
9fd35aff-f759-4c57-8133-5969c4a2b333,typed,Yes,,All right!,Y
149c9d1d-d11e-4a93-adcb-852fc596c52f,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
390d6831-2e54-4191-89ed-0ac8216f04ba,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
4d054dd9-5556-4203-861d-d68e69c2966e,typed,Ya maroon colour,,All right!,NA
9c03e2d7-91fb-4cab-b682-b2d265277304,typed,Platina 100 price 68700,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
dd56122c-e2ab-46b6-89e4-a6a3fb0db428,typed,Price -999,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",Y
c430efa1-95a9-4224-b39d-2aaa8ec63ccc,typed,Iron door 8/6 required,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
1f9fe640-9c98-4248-b469-3b122b4b972f,typed,Prediction group me join hona hai,change product group name,"""To change a product groups name:
â€¢ Log into seller.indiamart.com
â€¢ Visit â€˜Products & Groupsâ€™ >> â€˜Manage Products Groupsâ€™
â€¢ Click on â€˜Editâ€™. Update the group name and save the changes.

""",NA
4a0c3682-3b3e-44f2-8d3f-dce88c15e37c,typed,Location,Location Filter,"Please visit <a href=""https://seller.indiamart.com/misc/privacysettings/#tab=locationpreferences"">here</a>.
You can set location preferences in order to receive buyleads mainly from that region. 

<a href=""https://help.indiamart.com/knowledge-base/location-filter/"" target=_blank>Know More</a>",Y
e891a127-552c-44e8-ae38-723ba342b152,typed,Apne sister ko bhi nahin batana ki Javed mere sath baat karta hai,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
be734936-6982-49c7-83f1-b1ab2611774f,typed,"Thank you for contacting VEDANG AIRCONDITIONER ! 
We will connect with you As soon as possible.",Buyer connect with Seller,"""When a buyer is searching for products which you sell, he/she will be able to see your catalog listing on IndiaMART platform. Buyers can choose to connect with you through three channels:

Post a buy requirement on IndiaMART
Post a direct enquiry on your catalog
Call you through our preferred number service
Note: IndiaMART is only a platform for connecting buyers with suppliers. It does not have any role to play in the transactions between the two parties.""",N
690221a1-d1d0-4d81-b15f-7a23f9f0a17e,typed,I Need super XL 100 cc bike,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,N
f3054e9e-0481-436c-98a6-356f27edf693,template,"Thank you for contacting Nandini Coir Works, Please let us know how we can help you.ðŸ˜Š",Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
6b278958-e435-4bf4-b658-e5c4790e509a,typed,500gm,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
e3e5c15e-8041-4a49-a2c8-eb1c046b4de0,typed,There is no time to be told what I have to give you,Search Relevant Buy Leads,"Please click <a href=""https://m.indiamart.com/bl/?ref=relevant"" target=_blank>here</a> to check relevant buyleads

<a href=""https://help.indiamart.com/knowledge-base/search-relevant-buy-leads/"" target=_blank>Know More</a>",N
ed1352e4-fde7-45a3-a140-8dcd3773f2cb,typed,??,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
6951bf3e-e613-43d9-b43f-d939d36ef8e8,typed,H,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
d8b2d9a6-82f3-443d-b8ce-6529107043a3,typed,Pu Leather plain Gucci bag,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
0a79558c-86af-425f-bdad-bfefa8f7f4f0,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
